l1	l2	l3	l4	l5	l6	l7	l8	r1	r2	r3	r4	r5	r6	r7	r8	label
1.7159842963437333	1.424738887798546	1.369072091862763	1.3032279093761727	1.4122505319330203	1.3116990101176869	1.402209318497779	1.696333422895922	1.5704869311195966	1.337258973239813	1.330143296290205	1.2915464389587377	1.5050907045460815	1.4073892215712382	1.4114247861864435	1.7661889159131432	Co
1.5059419033407313	1.5664986943974344	1.6433341511471995	1.2427342489625808	1.092392710361664	1.0887107075110924	1.0115575885743788	0.9989708543956861	1.506192909367011	1.5474748068746316	1.5819768262313452	1.1883180085533147	0.9893100275101905	1.0070751606283428	1.050086226365762	1.0348908247865698	Pt
1.2190994580173737	1.302228472417664	1.3202175241045813	1.1787461992116635	1.1967625490129852	0.9176568101751933	0.8665952853939508	0.853968788208994	1.2265755813209949	1.2750474085197132	1.225169310463376	1.1629682744884031	1.1156700044023784	0.9539881359795757	0.9404896771857788	0.9293686470931952	Pt
1.4311622746716839	1.3784132681367682	1.4269454620163864	1.105359276901533	1.0686300801037818	1.0116078423310009	1.043252933908588	1.0677585167473387	1.3582018909173326	1.3613176210808116	1.4116595008907953	1.1325381464053346	1.1588822193812651	1.1241116978463592	1.244462562465091	1.2179677358214267	Pt
2.090779176083409	1.5090222238808872	1.4595960305648015	1.287019260089337	1.4791408638815091	1.3329159122681842	1.6276266147299765	1.8202198163574257	1.6415143326427861	1.475467370071619	1.4588833780028607	1.2448481708180354	1.3317186510418162	1.3290461595683232	1.4680861973657553	1.767559017958572	Co
0.8430050414686906	0.8660610522342779	0.8577678954212601	1.063490587260097	0.8589638321840306	1.2293542108097453	0.9204432389559593	1.213945635854028	1.050708342096173	1.0572059013021424	1.094038627062918	0.9396160861804222	1.0226815018806052	0.9035607668435749	0.925868191443608	0.9458851325098964	Pt
1.121794600034759	1.2676097924566014	1.2811473144354617	1.1067698402306652	1.1290801070774465	1.0369970424274082	1.096557151953186	0.917133109978252	1.252971764116272	1.1828939451194194	1.245001598158471	1.0185586051189943	1.1539453104390411	1.0472195181500055	1.064456681443435	0.951583914600342	Pt
1.6052095064762497	1.3320932102313225	1.3824230763303955	1.0325942855074715	1.011220285887695	1.1526994102642332	1.1472776646156297	1.1225748881334687	1.7850383589577528	1.4559997427481257	1.506551759838728	1.074667181842248	1.1126981177715887	1.2175694267661232	1.4323331854947243	1.1412432086846431	Pt
1.4880597147806744	1.532395479363841	1.538216864403952	1.2096064335187862	1.2888793690080866	0.9501033826136067	0.9652235356429519	0.9783213446261303	1.6251356628774878	1.5474768454412862	1.4999215935967263	1.2026416967506475	1.306685360621918	0.9895083027109169	1.0578225594481694	1.0622932983243478	Pt
1.0067166957762637	1.076471552048599	1.0973692748133177	1.0396849172343645	1.0467109188820152	1.0071751987914956	0.9595208114951914	0.9597772397541477	1.0609074634327187	1.1055817419287413	1.1835886606821968	1.0141841159179703	0.9820411941344411	0.9842459470517163	1.0203127146931397	0.8896303021894033	Pt
1.2051799019375584	1.236174422332506	1.2578504035231097	1.3850416769783045	1.7915725652106747	1.2488719649291027	1.4757458358816191	1.518045779930142	1.3540435062190466	1.3238131792408019	1.3714934817249695	1.2729972450729592	1.7773339051648722	1.212823078781073	1.3386204626577196	1.2575123472133656	Co
1.4411836997698761	1.4041320440815483	1.4351236414554929	1.2782011613926603	1.2455274965038745	1.2644775225102487	1.2890694806772844	1.3715580620028207	1.5372662541157414	1.418913762344579	1.4419375724670598	1.212018602537368	1.3694126153594912	1.2620066215636783	1.2438376514796277	1.3043040402498842	Co
1.3038210463463817	1.333816860859367	1.362837247680961	1.0695768393605256	0.9884659642015927	1.008530210118394	1.06331460026408	1.1336370839594736	1.26489225327045	1.245414737139427	1.3414216034671476	1.1037963781741478	0.9984280617224252	1.004355142041666	0.9953936183845168	1.0013800618074349	Pt
1.1471232343466982	1.1745431002701983	1.1852374566600925	1.487004480369418	1.1006065979455626	1.3407400510366951	1.0688045669583954	1.0981555528851847	1.0785143247694402	1.0988684147364238	1.0717566587945857	1.1739396930144834	1.498626302654916	1.1669332179935228	1.0948524244739801	1.1441850587478473	Pt
1.5099343520140769	1.5418022261746422	1.4761591338278053	1.3136251012247941	1.2693873639410387	1.1498001938329812	1.177540571370542	1.3835273470160596	1.4727580150160189	1.5161540527812138	1.5023033639600498	1.3941586633746876	1.0909455539677346	1.1705715684245406	1.3147321554093097	1.306480434970285	Co
1.7546969782170434	1.417392053818206	1.647511268597805	1.1261323954644733	1.0374765467943161	1.068417177868045	1.0343718739975725	1.1900754422636226	1.4792891009473503	1.368080892836937	1.36332061525317	1.3661928411936743	1.414945663688008	1.3024522719716953	1.4501244514753269	1.472433801933949	Pt
1.2077759889220192	1.2783208907385624	1.2700656249500661	1.246506785184389	1.374594038530933	1.1892804473009508	1.173605902502552	1.162304647436045	1.290329464878598	1.3478985451270522	1.3871652014633555	1.2884902669632283	1.1398522816659054	1.2191870713377977	1.1949700773288539	1.1095151916211061	Co
1.2429644658393169	1.2233586001698005	1.2603147622598365	1.047708350412938	1.2809064325909225	1.090747384744498	1.3470048229328726	1.1992208714040768	1.5018288416277918	1.4338574168710225	1.5133235727774612	1.094347630861753	1.2289555803005883	1.0344085401979537	1.1817202638187676	1.0579281361020059	Pt
1.3734323867430474	1.427749915658067	1.4304158289503317	1.102485108865538	1.1675449901815222	1.0116565523419774	1.095543185425889	1.0067884858633869	1.395854321574459	1.3630920342186912	1.3696416717963449	1.0509902544441472	1.143588605864821	1.0083064642473094	1.03690521318451	1.1230292097916605	Pt
2.2002495269870552	1.4148486704809162	1.3771623919322242	1.1403537642725146	1.0759770130598998	1.446155058043919	1.419700839892178	1.2995273411456127	1.5581203390577238	1.2987016283055772	1.3109587237651845	1.066521296815136	1.068748756616814	1.4689321590888202	1.4370612060141816	0.9477626450891097	Pt
1.4080740021958027	1.4916165086408286	1.5083451037356055	1.2879991166134948	1.154246828121418	1.6338915124478668	1.3646155627305292	1.002128159372202	1.5626590911208018	1.5219012334879451	1.5629210394340989	1.2163219014365168	1.1355478913941828	1.6166315960155473	1.403496865356004	0.9698652829778326	Co
1.3917615667487666	1.4613545094392317	1.4775900406634126	1.1490986700993846	1.0433325894334695	1.0609006877271216	1.1716533330261345	1.3485119214635841	1.8172628147137286	1.7077238871870357	1.9951954040769748	1.2087668815116457	0.9782461000683975	1.0425477941457693	1.1111338955263346	1.1562684486379418	Pt
1.2546396126377555	1.3519994851147832	1.357371186380292	1.1083148646810062	1.2770494007554947	1.0331252962956474	1.1149598557514504	1.125900781483011	1.2724193779743047	1.3790881497601468	1.2738479570961962	1.1452388619766074	1.5423608273669216	1.0517989825396579	1.18752777864558	1.3818449977834864	Pt
